2025-03-27 18:29:41,610 - solution_data_direct - INFO - ====================== SOLUTIONS DATA SOURCES ======================
2025-03-27 18:29:41,611 - solution_data_direct - INFO - Checking database directly for solutions
2025-03-27 18:29:41,697 - solution_data_direct - INFO - Found 8 wall solutions in database: ['Independent Wall (Standard)', 'Resilient bar wall (Standard)', 'Genie Clip wall (Standard)', 'M20 Solution (SP15 Soundboard upgrade)', 'Resilient bar wall (SP15 Soundboard Upgrade)', 'Genie Clip wall (SP15 Soundboard Upgrade)', 'M20 Solution (Standard)', 'Independent Wall (SP15 Soundboard Upgrade)']
2025-03-27 18:29:41,697 - solution_data_direct - INFO - Found 8 ceiling solutions in database: ['Independent Ceiling (SP15 Soundboard Upgrade)', 'Genie Clip ceiling', 'LB3 Genie Clip (SP15 Soundboard Upgrade)', 'Resilient bar Ceiling', 'Resilient bar Ceiling (SP15 Soundboard Upgrade)', 'Independent Ceiling', 'Genie Clip ceiling (SP15 Soundboard Upgrade)', 'LB3 Genie Clip']
2025-03-27 18:29:41,698 - solution_data_direct - INFO - Found 0 floor solutions in database: []
2025-03-27 18:29:41,698 - solution_data_direct - INFO - Successfully imported M20 wall classes
2025-03-27 18:29:41,708 - solution_data_direct - INFO - Successfully imported GenieClip wall classes
2025-03-27 18:29:41,711 - solution_data_direct - INFO - Successfully imported Resilient Bar wall classes
2025-03-27 18:29:41,712 - solution_data_direct - INFO - Successfully imported Independent wall classes
2025-03-27 18:29:41,712 - solution_data_direct - INFO - Successfully imported Resilient Bar ceiling classes
2025-03-27 18:29:41,713 - solution_data_direct - INFO - Successfully imported GenieClip ceiling classes
2025-03-27 18:29:41,713 - solution_data_direct - INFO - Successfully imported Independent ceiling classes
2025-03-27 18:29:41,713 - solution_data_direct - INFO - Successfully imported LB3 GenieClip ceiling classes
2025-03-27 18:29:41,713 - solution_data_direct - INFO - Successfully imported floor solution classes
2025-03-27 18:29:41,714 - solution_data_direct - INFO - Found 18 solution classes to log
2025-03-27 18:29:41,714 - solution_data_direct - INFO - Logging solution 1/18: M20WallStandard (M20 Solution (Standard)) - IN WALL SOLUTIONS DB
2025-03-27 18:29:41,714 - solution_data_direct - INFO - [DATA SOURCE] M20WallStandard: DATABASE STATUS = IN WALL SOLUTIONS DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 2/18: M20WallSP15 (M20 Solution (SP15 Soundboard upgrade)) - IN WALL SOLUTIONS DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] M20WallSP15: DATABASE STATUS = IN WALL SOLUTIONS DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 3/18: GenieClipWallStandard (Genie Clip wall (Standard)) - IN WALL SOLUTIONS DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] GenieClipWallStandard: DATABASE STATUS = IN WALL SOLUTIONS DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 4/18: GenieClipWallSP15 (Genie Clip wall (SP15 Soundboard Upgrade)) - IN WALL SOLUTIONS DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] GenieClipWallSP15: DATABASE STATUS = IN WALL SOLUTIONS DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 5/18: ResilientBarWallStandard (Resilient bar wall (Standard)) - IN WALL SOLUTIONS DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] ResilientBarWallStandard: DATABASE STATUS = IN WALL SOLUTIONS DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 6/18: ResilientBarWallSP15 (Resilient bar wall (SP15 Soundboard Upgrade)) - IN WALL SOLUTIONS DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] ResilientBarWallSP15: DATABASE STATUS = IN WALL SOLUTIONS DB
2025-03-27 18:29:41,715 - solution_data_direct - ERROR - Error logging details for IndependentWallStandard: argument of type 'property' is not iterable
2025-03-27 18:29:41,715 - solution_data_direct - ERROR - Error logging details for IndependentWallSP15: argument of type 'property' is not iterable
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 9/18: ResilientBarCeilingStandard (Resilient bar ceiling (Standard)) - NOT IN DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] ResilientBarCeilingStandard: DATABASE STATUS = NOT IN DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 10/18: ResilientBarCeilingSP15 (Resilient bar ceiling (SP15 Soundboard Upgrade)) - NOT IN DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] ResilientBarCeilingSP15: DATABASE STATUS = NOT IN DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 11/18: GenieClipCeilingStandard (GenieClipCeilingStandard) - LIKELY MATCH IN CEILING DB: Genie Clip ceiling
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] GenieClipCeilingStandard: DATABASE STATUS = LIKELY MATCH IN CEILING DB: Genie Clip ceiling
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 12/18: GenieClipCeilingSP15 (GenieClipCeilingSP15) - LIKELY MATCH IN CEILING DB: Genie Clip ceiling
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] GenieClipCeilingSP15: DATABASE STATUS = LIKELY MATCH IN CEILING DB: Genie Clip ceiling
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 13/18: IndependentCeilingStandard (IndependentCeilingStandard) - LIKELY MATCH IN CEILING DB: Independent Ceiling (SP15 Soundboard Upgrade)
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] IndependentCeilingStandard: DATABASE STATUS = LIKELY MATCH IN CEILING DB: Independent Ceiling (SP15 Soundboard Upgrade)
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 14/18: IndependentCeilingSP15 (IndependentCeilingSP15) - LIKELY MATCH IN CEILING DB: Independent Ceiling (SP15 Soundboard Upgrade)
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] IndependentCeilingSP15: DATABASE STATUS = LIKELY MATCH IN CEILING DB: Independent Ceiling (SP15 Soundboard Upgrade)
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 15/18: LB3GenieClipCeilingStandard (LB3GenieClipCeilingStandard) - LIKELY MATCH IN CEILING DB: Genie Clip ceiling
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] LB3GenieClipCeilingStandard: DATABASE STATUS = LIKELY MATCH IN CEILING DB: Genie Clip ceiling
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 16/18: LB3GenieClipCeilingSP15 (LB3GenieClipCeilingSP15) - LIKELY MATCH IN CEILING DB: Genie Clip ceiling
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] LB3GenieClipCeilingSP15: DATABASE STATUS = LIKELY MATCH IN CEILING DB: Genie Clip ceiling
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 17/18: FloatingFloorStandard (FloatingFloorStandard) - NOT IN DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] FloatingFloorStandard: DATABASE STATUS = NOT IN DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - Logging solution 18/18: IsolationMatFloor (IsolationMatFloor) - NOT IN DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - [DATA SOURCE] IsolationMatFloor: DATABASE STATUS = NOT IN DB
2025-03-27 18:29:41,715 - solution_data_direct - INFO - =================================================================
2025-03-27 19:33:55,661 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:33:55,662 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:33:55,663 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:33:55,663 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:34:09,809 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:34:09,835 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:34:09,840 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:34:09,873 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:34:19,905 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:34:19,937 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:34:19,950 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:34:19,979 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:34:31,156 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:34:31,183 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:34:31,197 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:34:31,223 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:35:21,011 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:35:21,051 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:35:21,069 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:35:21,098 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:35:32,473 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:35:32,496 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:35:32,510 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:35:32,548 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:35:43,632 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:35:43,658 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:35:43,731 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:35:43,762 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:35:45,135 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:35:45,167 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:35:45,183 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:35:45,209 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:36:28,913 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:36:28,971 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found in database, will use FALLBACK
2025-03-27 19:36:29,041 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-03-27 19:36:29,114 - solutions.walls.GenieClipWall - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found in database, will use FALLBACK
2025-06-25 17:23:03,967 - GenieClipWallStandard - WARNING - [DATA SOURCE] Genie Clip wall (Standard): No data found, using FALLBACK
2025-06-25 17:23:04,172 - GenieClipWallSP15 - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found, using FALLBACK
2025-06-25 17:23:04,354 - GenieClipWallSP15 - WARNING - [DATA SOURCE] Genie Clip wall (SP15 Soundboard Upgrade): No data found, using FALLBACK
2025-06-25 17:23:04,918 - M20WallStandard - WARNING - [DATA SOURCE] M20 Solution (Standard): No data found, using FALLBACK
2025-06-25 17:23:05,112 - M20WallSP15 - WARNING - [DATA SOURCE] M20 Solution (SP15 Soundboard upgrade): No data found, using FALLBACK
2025-06-25 17:23:05,707 - IndependentWallStandard - WARNING - [DATA SOURCE] Independent Wall (Standard): No data found, using FALLBACK
2025-06-25 17:23:05,884 - IndependentWallSP15 - WARNING - [DATA SOURCE] Independent Wall (SP15 Soundboard Upgrade): No data found, using FALLBACK
2025-06-25 17:23:06,107 - IndependentWallSP15 - WARNING - [DATA SOURCE] Independent Wall (SP15 Soundboard Upgrade): No data found, using FALLBACK
2025-06-25 17:23:06,646 - ResilientBarWallStandard - WARNING - [DATA SOURCE] Resilient bar wall (Standard): No data found, using FALLBACK
2025-06-25 17:23:06,850 - ResilientBarWallSP15 - WARNING - [DATA SOURCE] Resilient bar wall (SP15 Soundboard Upgrade): No data found, using FALLBACK
2025-06-25 17:23:07,460 - GenieClipCeilingStandard - WARNING - [DATA SOURCE] Genie Clip ceiling (Standard): No data found, using FALLBACK
2025-06-25 17:23:07,695 - GenieClipCeilingSP15 - WARNING - [DATA SOURCE] Genie Clip ceiling (SP15 Soundboard Upgrade): No data found, using FALLBACK
2025-06-25 17:23:07,919 - GenieClipCeilingSP15 - WARNING - [DATA SOURCE] Genie Clip ceiling (SP15 Soundboard Upgrade): No data found, using FALLBACK
